tree_id,x,y,height,dbh,crown_radius,base_height,crown_area,crown_volume,intensity_std
694,44.76310000003167,61.59639999980256,3.1,0.118,0.45,1,0.5,0.8,17.827461494585165
695,52.01710000010524,80.91439999977275,4.8,0.19,2.2,2,11.9,27.9,13.472897151422403
696,53.29610000008568,78.4913999998212,6.3,0,1.925,2.5,9.7,32.7,11.98583812632071
697,41.50210000009127,84.25739999964982,6.5,0.096,5.55,2.5,72.3,278,12.351266491486854
698,52.475100000089405,86.62239999987334,9.3,0.13,3.425,3.2,27.7,107,8.67834257098953
699,60.509100000074504,87.1583999997206,14.1,0.295,5.975,4.8,105.9,642.4,9.539423780445825
700,76.9531000000922,35.7603999996759,12.3,0.243,2.925,5.8,25.5,62.7,11.242691289570436
701,57.14010000001024,78.44739999959394,7.1,0.065,1.225,2.9,3.8,9.3,11.661408673851447
702,64.00310000002236,84.91439999977275,3.3,0.208,1.05,1.5,2.9,4.5,8.234965935781089
703,44.15910000009779,44.68339999962747,8.8,0.094,2.15,2.7,11.8,31.7,10.000033222159116
704,45.81710000003539,54.10239999985471,4.7,0.179,1.5,2.2,5.9,12.3,9.506239642999248
705,55.09410000003725,80.94539999973178,1.8,0,0.35,1.7,0.3,0.3,19.396330952978687
706,65.94710000004005,83.3183999998696,4,0.247,2.1500000000000004,2.2,11.1,25.2,8.234784650716428
707,67.85510000009407,83.60739999974295,6.4,0,3.175,3.7,23.2,77.9,8.071279702989322
708,45.18910000000931,83.11739999951944,5.2,0.116,1.9,3.1,10.3,32.7,12.221137885480845
709,51.085100000075435,81.65039999980628,7.4,0.112,2.1,2.2,12.3,45.2,14.346866094539848
710,41.966100000011174,84.06439999967964,7.6,0.071,4.275,3.2,52.2,138.7,12.230710542387316
711,67.51310000003167,43.436399999653545,13.7,0.18,3.8,6.4,38.1,149.2,10.577070601363134
712,47.14810000004098,84.6363999998398,4.2,0.092,1.4,1.8,5.4,13.4,10.052887063090548
713,40.31310000007823,80.48439999960512,4.1,0,1.025,3.8,3.1,8,9.192646316576411
714,35.27410000008848,38.225399999526886,9.2,0.127,1.5499999999999998,4.4,5.8,13.3,13.00478170101064
715,23.237100000077298,85.30239999957531,9.2,0.186,10.65,2.3,300.1,1284.2,7.808940961385284
716,42.85510000009406,85.92639999987708,6.8,0,1.85,4,8.7,19.3,8.579269648704024
717,62.62710000009127,86.30039999971316,6.3,0.078,2.225,2.3,13.7,42,9.78994869040614
718,61.37410000006519,87.29639999952316,5.2,0.071,2.75,2.8,19,50,10.657389476840285
719,41.97809999999907,86.76439999986587,5.6,0.088,6.175000000000001,3.3,97.9,383.2,11.834040021668953
720,41.08210000004936,82.27239999978019,13.5,0.207,3.5,6.7,34.5,168.5,11.60585465461134
721,42.97110000001583,64.81539999984354,8.4,0.164,1.7,1.7,6.5,16.9,12.265863584680693
722,54.555100000047496,82.23539999976904,16,0.19,3.875,6.5,39.4,182.2,13.037850594154426
723,55.36010000009872,81.57539999962002,5.3,0.056,1.125,2.5,3.5,7.2,16.137405466096915
724,54.79810000006426,90.64639999961629,12.9,0.185,19.725,5.1,891.8,4177.7,12.265215767010108
725,56.92610000009034,82.08639999956041,4.9,0,1.175,4.9,3.1,4.8,10.839460835351888
726,51.49310000001304,82.90339999983236,7.6,0.12,2.2750000000000004,2.3,14.9,55.4,13.07621305252994
727,54.42610000009034,81.38339999981373,4.2,0.044,1.45,1.7,4.9,8.4,14.695109704602636
728,88.08210000004937,66.38339999981373,6,0.141,1.925,2.8,10.3,21.8,9.868017705572887
729,54.66210000000745,80.5903999997504,5.5,0.045,1.15,2.1,3.7,8.5,15.087557432538429
730,68.95510000007079,82.52339999947846,8.6,0.096,8.625,2.2,174.5,764.9,10.64976177152862
731,61.964100000032595,55.86839999968335,8.4,0.158,1.275,1.6,4.5,12.4,12.927017510788197
732,43.324100000018625,81.41639999963492,9.6,0.104,2.775,3,19.4,53,13.227056422928
733,44.17210000001677,80.48239999974295,5.2,0.082,1.75,2,6.7,21.2,14.10809169188038
734,30.615100000103375,84.9913999998212,12.7,0.098,4.35,3.1,48.8,219.8,7.130645643188675
735,86.51610000005775,63.07039999973178,7.5,0.125,0.925,5.2,2.2,3.9,6.767802819738376
736,29.678100000068916,84.50039999989941,5.1,0.065,0.7,2.8,0.8,0.8,6.715425846081028
737,50.36010000009872,85.28939999977275,7.3,0.044,2.725,2.8,23.7,73.5,10.40949847457038
738,90.85910000005123,59.24439999984726,8.2,0.187,1.475,6.2,5.7,11.6,6.597642676660269
739,85.09710000006332,66.11839999968335,5.4,0.14,1.225,1.5,2.8,5.2,11.640034828119108
740,39.17510000004284,80.32239999959394,1.2,0,0.2,1.5,0.1,0.1,8.32784009824092
741,55.43110000009499,90.56339999951572,12,0.128,11.2,6.9,321.2,2157.3,12.540730266398032
742,58.14210000010524,90.16339999960884,6.8,0.065,3.5,3,24.3,53.7,9.78769266338418
743,28.78310000005029,88.75239999976158,9.9,0,9.5,4.1,247.2,1211.1,7.573921453669781
744,95.60810000000373,62.21439999958649,11.5,0,4.35,7.7,49.1,150.4,7.66830017428113
745,87.98210000007265,60.315399999843535,6.2,0.078,1.1,2.8,2.1,2.6,8.60153949201264
746,56.81010000005215,81.4433999998696,6.6,0.084,2.05,3.8,11.5,32.9,13.676539251653596
747,86.73010000009407,68.08539999986216,8.5,0.251,9.6,3,244.1,1501.5,9.000977336326757
748,89.30310000006892,49.74539999954551,10.4,0,3.45,3.1,28,117,10.666709133838324
749,91.7151000000801,64.7603999996759,9,0.11,2.6,6.4,16.5,36.9,6.857790403709219
750,55.75510000000093,80.68239999946356,9.4,0.08,1.875,3,8.3,26.7,13.739020075441347
751,43.62710000009127,82.2413999998212,12.5,0.079,2.4,2.6,16.1,48.5,13.19686313007141
752,93.2481000000177,67.30539999960139,7.5,0.174,7.425,2.6,142.2,538.5,8.048273078875331
753,42.30010000004284,82.92239999968707,3,0.09,0.675,3.1,1.2,1.9,11.56381062544623
754,86.82609999999721,58.21739999961257,9.1,0.181,1.675,5.3,7.1,11.5,9.370924851381496
755,84.7471000000866,62.04339999949708,8,0,0.3,4.2,0.3,0.5,7.6489822000972705
756,86.06110000009964,39.09439999947473,7,0,1.725,2.2,8.5,28.8,9.09215836586671
757,86.05010000004285,47.147399999780205,9,0.11,2.4,4.5,14.7,51.3,10.81859375852529
758,92.40209999999814,63.746399999709425,6,0,0.25,3.2,0.1,0.1,
759,85.5551000000475,61.38239999964982,10,0,0.475,4.1,0.7,0.7,6.288967412152102
760,27.989100000055878,82.66839999949708,11.9,0,3.1500000000000004,6.3,24.3,49.9,8.131656002588457
761,89.82310000008755,39.13639999983981,7.4,0.228,10.7,2.4,325.1,1526.1,11.325355564749502
762,89.18710000003072,58.073399999757854,6.8,0.143,1.475,4.7,5.6,9.3,7.209673534228585
763,49.451099999997204,83.3553999998808,4.4,0.094,2,2,10.9,34.6,12.22635084456413
764,87.91410000010245,35.42039999982491,6.9,0.248,5.7,2.7,89.7,256.4,10.506756143242391
766,85.18310000007357,62.371399999709425,11.5,0,1.0750000000000002,5,3.5,3.8,9.274431297211573
767,88.65209999999814,54.134399999511984,12.2,0.274,4.375,2.2,56.9,235.2,9.728400691295375
768,85.93510000005216,40.574399999921766,6,0,0.925,2.7,2.8,4.6,9.584121547442082
769,88.6121000000773,40.7493999997355,4.5,0.177,0.95,2.3,1.8,1.6,11.163304116615862
770,85.01410000007917,67.9533999996461,9,0.149,2.375,1.7,14.5,37.9,10.484642298894334
771,92.62910000006984,59.746399999709425,5.8,0.226,0.525,2.3,0.3,0.3,6.068410005924122
772,85.61110000002981,56.55439999990314,6.1,0.125,0.8,1.6,1.6,2.6,8.498775589497908
773,90.33610000000652,63.604399999716875,9.8,0,1.325,3.8,4.1,4.5,6.094766711883543
774,87.35910000005123,44.65039999980628,10.4,0,2.125,4.7,13,32.7,10.4481202725683
776,88.32710000004471,61.01539999956414,7.3,0.086,1.575,3.8,5.4,13.3,7.906878878891789
780,90.5321000000028,49.91739999979883,17.3,0.24,18.675,6.5,729.6,8069.6,10.99053678172415
782,85.01410000007917,48.99339999968335,13.9,0.113,5.225,9.7,58.9,254.1,11.48890886016246
783,87.40910000009781,47.79739999968708,6.1,0.139,1.2,2.6,3.6,6.8,11.49017747300926
784,91.42010000003819,51.707399999836085,8.1,0.119,5.25,3.7,59.3,226.1,10.261012018386054
786,89.93610000009964,44.28239999955669,9.1,0,2.375,3.8,16,54.7,9.629400300867808
790,85.33810000010152,51.9653999997504,17.6,0.244,4.5,11.3,58.3,192.3,9.980843632746254
793,91.73810000000839,49.401399999504534,11.1,0.096,1.35,5.2,5.5,9,9.072907794318134
