tree_id,x,y,height,dbh,crown_radius,base_height,crown_area,crown_volume,intensity_std
1,47.26210000010058,80.19939999992175,5.8,0.095,1.725,2,7.7,22.2,15.101589195778033
2,48.70910000002794,79.88739999953806,8.5,0.099,1.85,2.9,9,38.5,14.513583650825783
3,62.83410000002794,79.08139999967216,15.6,0.176,4.625,2.9,59.9,407.8,10.652663988527076
4,80.54710000001677,74.55339999973923,9.9,0.355,4.175,1.4,51.1,153.8,8.949681192067551
5,46.37210000008661,79.25539999978766,13.6,0.024,3.5250000000000004,2.5,34.2,144.4,13.88150197706469
6,38.0431000000596,79.99439999984726,4,0.067,1.825,1.6,9.2,15.1,12.426432038094678
7,33.792100000012105,77.61539999965727,9.8,0.083,3.7,4.9,36.6,129.8,9.874235945476109
8,56.59610000001583,80.15339999983236,3.4,0.07,0.225,1.4,0.1,0.2,14.662522472304593
9,45.94210000003539,79.64939999964236,3.9,0.087,1.2000000000000002,1.6,3.3,6,14.53809015204733
10,42.356100000025144,80.03539999958275,10.6,0.144,2.175,7,12.9,44.9,11.67926904450296
11,54.695100000061466,77.74639999970944,5.7,0.049,1.15,1.3,3,6.9,11.865611156043968
12,63.57910000002328,78.58439999969823,10.6,0.164,2.375,1.9,16.1,58.8,11.972054397686955
13,47.65310000004564,78.84139999991432,4.2,0.06,0.725,2,1.5,2.6,14.179990659573194
14,44.382100000095924,71.12239999987334,16.1,0.16,2.325,6.3,14.6,88.7,12.986083629827007
15,58.56510000005681,76.98339999990688,3.7,0.097,0.85,1.9,2.1,3.6,11.557189587414843
16,45.23310000000372,79.99739999987334,3.2,0.123,1.05,3,2.2,3.9,14.91332205041281
17,43.97610000002049,77.44639999989568,3.5,0.045,1.25,3.5,4.1,5.2,10.700452001917135
18,37.2031000000922,79.60339999955296,14.3,0.166,4.175,3.7,45.8,168.8,10.073080121138462
19,62.22010000008475,78.58139999967216,7.7,0.109,1.725,3.5,8.6,21,12.536316378079649
20,57.14210000010524,80.01939999975411,15.5,0.149,4.075,10.8,43.8,202.8,12.27497544711591
21,73.86610000003446,77.39339999959022,4.8,0.078,5.975,2.4,99.8,382.7,8.683725457948144
22,39.341100000011174,78.30539999960139,6.5,0,1.925,3.4,9,29.7,10.23686091424216
23,54.86310000000838,78.9433999998696,7.2,0.059,1.5,2.1,6.2,18,10.905858136327089
24,52.12910000006985,70.26339999970197,6.1,0.062,0.85,1.9,2.1,5.3,14.159644688839592
25,38.681100000095,75.60739999974295,16.8,0.156,3.225,11.9,25.2,80.8,12.87746172783342
26,71.61110000002981,79.31539999984354,3.8,0.173,1.45,1.5,5.5,11.2,6.7525836490942845
27,59.01910000008382,73.84839999966472,12.5,0.113,1.95,7.1,11.6,41.9,11.020087290355528
28,65.18610000009966,76.65539999969452,13.3,0.217,3.15,6.4,22.2,89.4,10.694862747794408
29,27.18810000007823,77.1053999998808,11.7,0,2.475,5.5,15.9,34,7.88537311870253
30,50.37310000001769,79.65039999980628,13.7,0.283,4.175,6.5,44.2,171.6,13.40178501412183
31,41.03110000007171,76.09939999982863,16.9,0.205,3.475,8.6,32.2,137.5,11.705467254191014
32,49.11610000003446,76.80039999971316,4.6,0.062,0.6499999999999999,2,1.3,2.7,12.03896981543085
33,36.96110000000652,76.7223999995008,14.1,0.16,4.075,9.8,41.5,135,12.038259856340884
34,70.77709999999814,69.97939999971688,14.4,0.139,3.3,8.1,29.1,124.1,12.522322674562089
35,49.18910000000931,75.23439999960512,2.3,0.048,0.625,2.3,0.9,1.2,15.432051795481131
36,47.87210000008661,77.59639999980256,16.1,0.163,2.5250000000000004,11.8,16.6,66.8,13.738371112583469
37,43.90110000006705,73.73939999949336,3.1,0.056,0.725,1,1.5,2,14.919170220058351
38,47.61810000001304,76.16139999974668,10.5,0.077,0.975,2.9,2.9,9.8,12.146338609028808
39,35.025100000019556,77.79939999954924,13.6,0.101,3.925,4.4,41.7,196,10.613686714207704
40,55.43310000007357,77.21439999958648,16.8,0.152,3.75,6.9,33.8,135.3,12.33938160664985
41,46.540100000033526,75.10639999957904,2.6,0.058,0.85,2.6,2,3.2,15.919478540264103
42,46.91010000002887,74.34839999966472,7.4,0.088,1.2000000000000002,2.5,3.4,6.5,14.443727137699089
43,44.76710000010524,75.55739999946356,11.3,0.09,1.25,3.3,4.3,16,12.921561356745409
44,57.26310000003166,70.16039999958276,6.6,0.072,1.15,2.2,3.8,13,12.764080182937189
45,68.84809999999442,74.7373999996312,6.4,0.168,3.575,3,34.8,113.8,10.348778258851558
46,40.93510000005216,76.78039999969452,11.7,0.103,1.675,3.8,7.7,17.8,11.815809142618194
47,48.826099999997204,73.62839999992549,17.4,0.16,2.5,7,17.7,83.6,14.08875899968732
48,55.21710000005867,74.04339999949708,3.3,0.043,0.7,1.9,1.3,1.6,13.490811805707398
49,53.03410000009779,76.38739999953806,6.4,0.052,1.6,2.5,7.1,26.2,12.0454170096611
50,66.40510000002422,76.48139999957904,18.3,0.319,6.074999999999999,7.9,94,727.1,10.570281317515184
51,18.07910000002328,66.18639999965355,10.3,0,9.1,3.4,218.8,1279.8,7.631992597083951
52,53.009100000074504,74.00639999948591,14.2,0.118,1.925,5.6,12.1,41.4,12.306904696159856
53,52.40510000002421,75.43639999965356,1.9,0,0.825,2,1.7,2.4,12.169218571935938
54,65.6461000000624,69.50739999964982,5.2,0.096,1.775,2.3,9.3,21.5,8.878841693935076
55,50.79610000008568,73.4993999997355,6.7,0.058,1.2,1.9,3.9,8,12.866674914834924
56,55.070100000061466,75.94039999984354,4.7,0.049,0.875,2.2,2.6,6,12.731359189607346
57,57.08610000000652,71.63939999986589,4,0.04,0.875,2.1,2.2,5.3,11.92998923897448
58,45.18610000009965,73.76439999986589,15.3,0.134,1.3,7.5,5,11.6,15.3166511941044
59,49.02410000008848,75.79739999968707,4.9,0.054,0.825,2,1.9,3.9,13.768700681661755
60,46.22410000004191,76.294399999661,16.6,0.173,2.875,9.5,22.1,98.5,13.391871682171342
61,46.83610000000652,72.83439999969825,9,0.085,1,2.3,2.8,9.6,14.067613795714925
62,45.31110000009965,73.044399999661,7.8,0.071,0.65,1.4,0.9,1.4,12.10190179613656
63,57.88710000010058,74.67639999987708,6.5,0.058,1.225,3.6,4.4,7.2,9.748215087582103
64,47.00810000002701,69.38339999981373,7.1,0.073,0.825,3.9,1.9,4.1,12.46630239426001
65,47.27910000009313,73.55239999957531,7,0.074,0.975,1.8,2.4,7,14.499057956943313
66,47.40810000005029,74.08139999967217,6.1,0.083,0.7,2,1.3,2.6,14.111556002531003
67,53.17010000003818,71.16039999958276,3.8,0.058,0.7,2,1.4,3.1,12.102853400048684
68,48.19609999999255,73.2153999997504,2.6,0.044,0.6000000000000001,2.6,1,1.2,13.141099113984074
69,56.25610000004843,74.56439999967962,8.7,0.121,1.7000000000000002,1.5,7.2,20.6,12.18906430867421
70,44.091100000011174,74.22139999980256,16,0.171,2.575,8.6,16.6,68,12.809745095695856
71,48.79110000008103,71.76239999953806,7.8,0.064,0.875,1.8,2,6.2,13.817030669397598
72,57.53310000005029,72.83239999983608,7.6,0.12,2.2750000000000004,4.5,10.7,17,12.430970724730038
73,49.54110000008103,74.03039999969452,17.6,0.119,2.325,6.3,12.5,43.3,13.547950352706414
74,55.46510000008009,67.74539999954551,5.4,0.044,1.175,2.2,3.5,8.7,14.754285041275097
75,55.18910000000931,72.90039999980628,13,0.104,1.9,5.1,10.2,35.7,12.522359772794765
76,52.99810000001769,73.52439999964237,6.6,0.085,0.925,3.6,2.5,6.8,13.056381910979878
77,59.67610000009034,70.14139999972805,6.4,0.048,1.575,1.8,6.3,13.6,10.132000344889263
78,53.289100000102444,72.10939999960512,2.8,0.051,0.625,1.9,1.2,1.5,13.941721942695397
79,46.384100000074504,73.82339999975785,7.8,0.074,0.525,3,0.7,1.6,17.005231791583377
80,52.5431000000596,74.11739999951944,3.1,0.044,0.525,1.6,0.7,1.1,14.386234919023371
81,36.22410000004191,71.26539999956414,12.6,0.087,1.975,3.8,10,25.1,13.502287083510538
82,37.5321000000028,72.39339999959022,13.5,0.173,2.7,5.8,20.6,101.4,11.851008919194305
83,41.86010000009872,73.55039999971315,2.2,0,1.2000000000000002,2.3,3.6,5,10.593127757306036
84,74.89410000008382,67.39339999959022,4,0.131,1.4500000000000002,1.1,5.3,11,8.201296790844895
85,47.09710000006333,71.8173999997057,2.5,0,0.6499999999999999,2.4,1.2,1.9,12.020223626554335
86,34.21810000010617,72.44439999956786,14.8,0.156,5.324999999999999,8.9,69.6,393.9,11.046980167177612
87,72.08210000004937,70.10039999952689,13.8,0.153,3.025,6.4,25.1,144.8,11.453902362631544
88,58.54610000008568,71.57739999948218,17.2,0.185,2.575,11.5,18.1,88.7,12.10231425910863
89,47.566100000104306,73.10639999957904,2.5,0.054,0.625,2.5,1.1,1.6,13.568158820249806
90,56.32109999999255,72.65439999953061,17,0.15,3.5,10,33.3,133.3,12.195347958844934
91,67.88810000003167,70.98639999946728,12.8,0.12,2.6,7.3,20.5,108,11.517899901297202
92,50.292100000012105,71.38439999951198,8,0,1.275,2.5,3.6,7.9,15.488084522799566
93,57.12410000006519,70.90739999955669,1.6,0,0.475,1.6,0.6,0.6,12.141561024633926
94,30.95010000006613,66.915399999471,13.7,0.223,4.35,8,46.4,213.6,10.09228545546057
95,51.8281000000922,70.81139999965355,3.4,0.057,0.725,1.1,1.4,3.1,16.193570005059055
96,59.11310000000838,72.03839999960884,8.6,0.058,1.05,1.8,3.2,10,13.300118402534435
97,44.04909999999534,69.72439999982863,2.3,0.049,0.375,2.3,0.4,0.6,11.481334382676732
98,46.48410000005122,70.2153999997504,16.2,0.107,1.75,5.1,8.3,32.5,13.29088811039411
99,60.01710000010524,71.19839999975785,4.5,0.032,1.15,1.8,3.5,8.2,10.09979759582163
100,46.038100000054946,72.26639999972805,16.4,0.149,2.225,12.1,12.8,44.3,14.296578634517005
101,52.55110000009034,70.24839999957159,8.6,0.062,1.3,3.6,4.8,15.6,13.866890684956468
102,75.54909999999535,69.93239999946356,13,0.173,5.775,3.3,95,494.8,10.894310551764796
103,50.96810000010617,70.84939999982863,2.1,0,0.525,2.1,0.7,1.2,15.554059180463614
104,57.941100000104306,66.10239999985471,7.2,0.059,1.025,2.2,2.5,5.7,13.147955787030988
105,42.990100000103375,68.7723999997802,2.9,0.145,0.675,2.9,1,1.6,15.115727111487146
106,47.337100000054015,70.53139999985844,5.5,0.08,0.6,2.5,1,1.8,14.433607003606904
107,51.7701000000149,69.45739999983608,4.9,0,0.775,2,1.6,3.9,12.52108189043889
108,48.92110000008568,68.69839999975785,3.1,0.035,0.65,1.2,1,1.4,13.136122461227068
109,48.84809999999441,71.33039999950826,11.9,0.071,0.675,4.5,1.4,5.9,13.954696401342137
110,51.36410000005588,71.59639999980256,17.3,0.146,2.6,13.1,21,78.3,14.073637735725562
111,62.50009999999627,69.7263999996908,4.1,0.127,0.85,1.9,1.8,2.4,8.718275071238153
112,54.49310000001304,69.16239999991059,18.5,0.208,2.25,14.2,14.4,63.1,12.987824283111296
113,47.386100000053084,71.04939999954924,5.5,0.07,0.55,2.2,0.9,1.9,14.791594992219451
114,52.41110000007637,66.54139999963492,8,0,1.25,7.4,3.5,5.7,12.859771319840164
115,56.69609999999255,68.73039999988079,3.5,0.077,0.525,3.5,0.9,1.9,14.730598214197505
116,50.448100000087535,70.13239999964982,14.7,0.148,1.85,5,8.3,33.3,14.11163726139586
117,55.94010000005681,68.69739999959394,5.2,0.046,0.8999999999999999,2.4,2.5,6,14.327199891548396
118,60.979100000046564,67.5783999996461,5.2,0.088,1.225,2.4,4.3,8,9.104178575829586
119,46.49810000001769,71.08539999986216,7.8,0.223,1.025,2.1,3,10.3,14.420906812442755
120,61.92610000009034,71.39539999991804,16,0.189,4.15,10.8,46.5,243.1,10.25886261026726
121,56.51410000007916,69.71639999991432,6.5,0.061,1.325,2.7,5.1,10.5,13.038373327503878
122,46.932100000026075,68.18539999948963,8.7,0.084,1.05,2.1,3,8,13.392950908312002
123,52.85910000005122,69.36039999976903,2,0,0.425,2,0.5,0.6,12.604886221810412
124,47.824100000018625,65.68339999962747,4.1,0.086,0.7250000000000001,1.3,1.3,1.9,12.720795957630886
125,45.12810000002235,67.18539999948963,6.8,0.068,1.15,2.7,3.1,6.7,15.394084773722122
126,44.2361000000298,69.11039999976903,5,0.051,0.9,1.6,2.6,5.9,12.293808726682654
127,51.635100000005586,66.46039999986216,1.8,0,0.975,1.7,1.8,1.8,11.838606204061175
128,83.77310000004098,67.294399999661,9,0.13,2.475,5.8,18.5,50.8,10.49506776417848
129,51.34010000008009,68.99339999968335,6.5,0.059,0.9,1.5,2.6,6.8,12.761315321419506
130,46.27209999999348,69.45139999978393,3.4,0.062,0.2,1.1,0.1,0.2,13.356421123166196
131,49.08210000004936,69.12939999962374,6.3,0.057,1.075,1.8,2.8,6.2,11.59026259907324
132,48.47809999999907,68.03739999991059,1.6,0.074,0.225,1.6,0.1,0.1,12.262423323983077
133,57.434100000004655,69.00339999992549,6.7,0.044,0.925,2,2.4,6.3,13.531934847066958
134,44.7941000001071,64.69639999989569,4.4,0.055,1.075,1.2,3.2,6.5,15.503124066013449
135,59.84510000008475,72.17939999990314,17.3,0,2.825,11.3,22.2,79,11.23027817837372
136,67.92110000008569,69.4313999997653,5.8,0.51,1.525,2,7.6,31.7,12.824713086459822
137,35.4521000000447,65.51639999972805,2,0,1.85,2,9.2,17.6,9.539419635164515
138,54.150100000019556,67.04639999952316,16.8,0.31,3.375,6.3,31,145.4,12.749063513322795
139,58.2361000000298,68.24539999954551,2.9,0.037,0.4,1.2,0.4,0.7,14.077640647593926
140,43.53410000009779,69.27739999966845,2.8,0.043,0.4,2.8,0.5,0.8,12.920660904934344
141,54.46910000003725,68.19839999975785,8.5,0.18,1.25,3.2,4.4,14.6,12.636536078583434
142,64.3171000000354,67.4653999997504,9.6,0.11,2.425,3.2,15.6,51.6,9.410158583188217
143,52.49110000003446,68.19039999984354,5.1,0.072,0.8,1.9,1.9,3.8,14.256905288657498
144,59.59310000010617,64.10439999971688,4.2,0.039,1.175,1.8,3.5,7.8,11.02052199808002
145,72.49110000003446,66.53039999969452,8.4,0.115,2.6500000000000004,3,17.9,62.7,11.074232289018662
146,53.16210000000745,68.77439999964237,2.4,0.083,0.5,1.1,0.7,1.2,11.917522473656806
147,25.89310000003632,70.50539999978766,13.1,0,4.45,6.8,59,320.4,8.684372750410034
148,58.54909999999534,65.72239999950081,6.5,0.062,0.975,2.5,2.4,7.1,13.278515591716166
149,61.333100000096856,65.76939999975413,8,0.124,2,4.7,12.7,28.8,10.197275001028911
150,51.25410000006985,68.10739999974295,17.1,0.16,2.45,4.1,18.6,79.2,12.74889431953263
151,46.303100000068916,66.69439999956786,11.8,0.106,1.1,2.8,3.7,14.3,13.30404057223668
152,41.975100000089405,66.86539999965727,3.1,0.062,1.225,1.6,3.9,5.7,10.171226511661922
153,36.92210000001677,66.81339999951571,13.9,0.138,2.875,4.3,22.9,137.3,12.311541202542047
154,81.45610000000187,63.505399999787656,13.6,0.189,5.25,4.7,61.6,237.9,9.27082161744099
155,57.42510000004284,65.75339999992549,14,0.124,2.05,4,12.6,55.3,12.651632908548542
156,47.95410000002328,67.79739999968707,4.7,0.062,1.05,2.7,2.7,3.9,12.686147124661922
157,43.7821000000028,64.44339999986961,12.8,0.106,2.275,6.9,12.2,44.1,12.485755537984724
158,45.88310000002701,64.72339999966472,2.8,0,0.65,2.8,1,1.3,12.61799574808872
159,46.35510000009406,65.38439999951198,15.9,0.153,2.15,11,13.2,60.2,13.371251263803549
160,68.03110000007172,67.20039999962002,5.8,0.139,2.175,2.4,16,58.3,12.342528933875949
161,55.928100000068916,65.52739999966845,5,0.036,0.925,2,2.3,3.8,12.098674405057547
162,84.30310000006892,66.21239999972433,3,0.107,0.575,3.1,0.9,1.7,14.137755880762928
163,65.57109999999255,65.8623999996312,4.4,0.085,1.825,1.2,8.8,23.8,8.788139528379526
164,71.03610000007637,62.20939999969825,5.1,0.092,2.475,1.1,15.8,43.5,11.39483823109306
165,30.807100000026075,63.84239999961257,2.4,0.04,0.25,2.4,0.2,0.2,9.951369041923083
166,84.30210000002143,66.79139999963492,6,0.126,0.475,2,0.6,1.4,14.109970939178677
167,50.8951000000149,63.7493999997355,4.1,0.056,0.6,2,1.1,2.3,15.301824846389566
168,56.61310000000838,62.98839999979511,4.1,0.044,0.85,1.4,1.8,3.2,11.567315182989187
169,53.01610000005774,65.38339999981373,7.2,0.072,1.4249999999999998,2.4,5,13.8,12.582254383215854
170,59.07510000006612,66.6473999997802,17,0.144,4.275,11.9,42.7,141.6,12.720678976963656
171,51.740100000103375,64.59539999963864,12.9,0.115,1.7999999999999998,3.4,9.4,43,14.23906942174556
172,18.259100000074504,62.746399999709425,10.2,0,6.1,6.6,102,488.6,7.653025643460878
173,83.65209999999814,65.38339999981373,10.4,0.129,1.675,1.8,7.2,15.3,10.6869837959931
174,47.08210000004936,61.83539999986216,10.6,0.09,1.125,5.7,3.3,9.1,15.49605958500099
175,35.83410000002794,63.23839999979511,10.5,0.107,2.45,4.3,16.2,56.3,10.675356739981536
176,59.990100000103375,65.67539999971315,4.9,0.164,0.775,2.1,1.6,3.6,10.497845020923677
177,64.84809999999442,61.81339999951571,6,0.121,0.85,2.3,2,3.5,12.788523636611185
178,65.38210000009593,62.05939999979138,17.2,0.185,3.875,10.6,42.7,182.5,11.4822031263296
179,30.40310000004564,64.66439999977275,13.5,0.157,4.95,6.7,70.9,375.8,9.758262749810008
180,47.27209999999348,66.06839999986961,7.3,0.073,1,3.4,2.5,4.8,12.36813734252812
181,48.54710000001677,64.33039999950826,8.1,0.067,0.95,2.2,2.7,5.9,11.382512945579672
182,83.47110000001585,64.39339999959022,7.3,0.11,0.6,2.6,1,2,10.851109753956791
183,59.82910000002328,64.89239999989196,12.5,0.176,2.7,6.5,18.8,61.1,11.733492318131647
184,66.32310000008755,61.27939999953061,4.5,0.116,0.55,2,1,2.4,11.37324750015745
185,52.56410000000931,62.53239999955669,4.4,0.049,1.1749999999999998,1.9,4,10.7,12.961660592025478
186,40.29710000001677,65.00539999978766,7.2,0.044,2,1.9,10.1,24.8,11.11885614329838
187,47.81410000000931,61.94639999989569,18.7,0.166,2,11,11,56,13.846658979981164
188,44.290100000033526,61.513399999701974,13.1,0.068,1.5499999999999998,4,6.4,27.3,14.474812786722852
189,50.63110000004843,64.16739999979883,7,0.07,1.05,2,2.8,7.5,15.302126655054352
190,49.09809999999441,65.68839999951571,18.9,0.221,2.4000000000000004,8.2,17.7,72.6,13.48460030040303
191,56.05210000002142,62.901399999504534,4,0.069,0.75,1.8,1.6,2.2,11.51732900926052
192,31.41610000008103,64.45739999983608,15.3,0.175,4.2,10,47.3,180.9,9.657405331546787
193,49.89010000001024,63.763399999701974,17.1,0.173,2.925,11.1,23.4,82.4,14.337788239643084
194,49.292100000012105,60.987399999631194,5.4,0.076,1.25,2.9,3.9,9.5,14.339793292279422
195,60.46710000005867,62.375399999899415,16,0.135,2.1,6.7,12,38.5,11.167460185597273
196,78.08710000005402,64.78639999974668,11.8,0.149,3.7,8.9,35.9,97.8,8.191883768977474
197,33.16610000008103,60.67539999971315,5.8,0.116,2.4,1.4,16.7,42.2,8.365885649229998
198,41.75110000004377,61.501399999597666,3.2,0.039,0.975,1.8,2.7,4.6,13.600010024365703
199,74.96210000005402,63.410399999582765,4.9,0.12,2,1.7,10.6,23.8,9.336050565689932
200,52.18910000000931,64.02439999964237,8.1,0.087,1.1,1.6,3.9,11.9,15.182763247515268
201,67.2701000000149,62.43339999962747,6.7,0.078,0.8500000000000001,1.7,2.1,5.7,12.474440556187336
202,84.57109999999257,63.186399999653545,4.3,0.163,0.2,1.8,0.1,0.1,9.753877038590892
203,31.56510000005681,63.315399999843535,6.1,0.096,1.275,2.5,4.3,8,13.288798958178512
204,58.05210000002142,60.388399999701974,5.1,0.057,1.175,1.8,3.8,6.8,13.32178858557172
205,45.670100000038175,60.71439999958649,9.6,0.078,0.8500000000000001,2.6,2.2,7.1,14.743378157347149
206,71.65110000006706,64.40539999969452,3.4,0,1.2999999999999998,3.2,5.3,11.4,10.212345034042349
207,58.61810000001304,61.39539999991804,7.3,0.069,1.775,3.1,7.9,23.3,12.672410427812348
208,84.28910000010245,60.53239999955669,11.4,0.026,2.525,8,16.7,39.8,8.416649311738334
209,57.994100000060534,62.24339999968335,4.3,0.06,1.125,1.8,2.9,7.2,12.419922333672492
210,83.3961000000624,63.28239999955669,9.4,0.107,1.6,5.7,6.9,14.5,8.430255283931153
211,45.413100000054946,62.155399999694524,4.8,0.104,1.025,2.1,2.7,5.4,15.591634824322991
212,68.87509999999628,63.17439999954924,4.7,0.053,1.4249999999999998,2,6.7,13.6,11.13304506333028
213,42.94210000003539,62.42439999954924,2.7,0,0.8250000000000001,2.6,1.6,2.3,11.038521465147154
214,55.10309999999907,60.393399999590216,3.6,0.035,1.15,1.2,4.3,9.8,9.385158881966849
215,42.7031000000922,60.18339999962747,2.3,0,0.675,2.3,1.1,1.7,16.369082458577097
216,84.30810000007357,64.46839999977648,8.3,0.201,1.0499999999999998,2.2,3.1,5,9.37988122871752
217,44.95910000002794,60.268399999590216,6,0.072,1.1,2.5,3.2,8.6,13.911033606712715
218,72.39709999999349,58.64039999956414,17.5,0.172,3.725,7.6,36.2,165.1,11.938641000500912
219,58.65510000002421,60.34839999966472,2.1,0.025,0.4,1.2,0.4,0.5,14.00454001669268
220,47.665100000033526,62.52439999964237,1.8,0,0.25,1.8,0.1,0.2,15.835361756316008
221,61.00009999999627,62.130399999787656,19.1,0.35,4,10.1,48.2,251.9,11.59163714057667
222,46.12110000003912,63.30339999973923,2.7,0,0.45,2.5,0.5,0.5,9.00472584148381
223,81.28810000005497,61.90939999988451,5.5,0.083,1.975,2.9,11.8,21.8,9.377397760075874
224,75.19710000004005,59.130399999787656,8.5,0,1.4249999999999998,2.7,4.6,6.8,9.583317233070554
225,83.94510000006149,59.67839999973923,3.3,0.095,0.3249999999999999,1.8,0.3,0.3,7.65653252709031
226,29.7031000000922,62.474399999828634,8.3,0.095,4.65,2.7,52.5,265.2,9.450729794114636
227,60.53210000000279,58.98639999946728,1.8,0.024,0.2,1.7,0.1,0.1,8.949849732111035
228,40.15910000009779,58.11039999976903,3.2,0,1.175,3.2,3.9,7.7,9.48737998745948
229,42.056100000095,60.427399999575314,2.9,0.038,0.55,1.3,0.8,1.1,26.91290109733528
230,33.84809999999441,62.40039999980628,15,0.231,4.575,5.6,57.5,343.9,10.393759714642416
231,81.30010000004285,61.160399999582765,17.4,0.212,8.65,10.2,175.5,892.7,9.49445661273111
232,41.20710000004936,61.453399999646095,17.8,0.177,3.275,9.5,26.4,147.8,11.859579024129262
233,68.1451000000149,61.81839999986961,13.3,0.158,2.775,8.9,18.8,52.1,12.015547419229636
234,46.51710000010524,59.62239999987334,3.9,0.05,0.95,2,2.2,4.5,14.84807249900248
235,49.17610000009034,59.78739999991059,16.7,0.171,2.4,12.2,14.7,55.1,12.497912689463789
236,38.3281000000922,62.07739999948218,3.2,0.078,1.075,1,3.4,6.4,10.161856275488056
237,42.9871000000773,58.95539999950826,3.3,0.077,0.95,1.1,2.4,5.4,13.652845133062348
238,43.64410000008382,56.59739999950081,14.3,0.136,1.55,5.9,7.9,22.6,13.204244575332725
239,46.81410000000931,60.29239999979883,16.9,0.123,2.325,11,15.2,50.4,14.4221959573954
240,50.680100000047496,62.436399999653545,4.8,0.048,0.9,2,2.2,4.4,14.332692534695369
241,51.33810000010152,60.89039999956414,1.6,0.039,0.125,1.6,0,0.1,13.310868217632624
242,59.31310000007823,60.811399999653545,4.8,0.113,0.875,1.9,2.1,4.3,13.496691775497604
243,39.83610000000652,60.61839999968335,16.1,0.116,2.6,7.2,17.1,67.8,12.480843385392856
244,40.0431000000596,57.37339999957159,3,0,1.075,1.5,3.1,6.5,8.860991370221598
245,75.00110000004378,58.73839999979511,12.2,0.168,2.825,8.3,19.8,69.3,10.361129157630929
246,54.96910000003725,62.177399999575314,7.1,0.08,1.95,2.8,11,31.6,10.483509511683655
247,69.91010000002888,56.87839999992549,7.6,0.079,1.7,2.2,6.9,12.4,13.440334518069148
248,30.67310000006426,56.14139999972805,4.4,0.137,2.675,2.3,20,51.8,9.42255514716054
249,64.24410000006054,59.73439999960512,15.4,0.155,2.125,10.8,12,50.1,10.363737087665807
250,46.13110000004843,61.64839999947846,7.6,0.084,1.075,2.7,3,7.8,15.143421829689457
251,42.74610000003912,59.29339999949708,18.6,0.166,2.725,11.1,20.8,96.1,13.712202453094935
252,69.7481000000177,60.069399999567864,3.9,0,1.325,1.6,4.2,7.6,12.909231580385674
253,83.82310000008755,58.17239999968707,8.9,0.103,1.1749999999999998,3.8,4.4,9.2,9.002570340643386
254,69.24710000008662,57.130399999787656,13.9,0.108,2.1,7.2,11.6,49,12.974977922222749
255,58.67510000004284,58.55139999987706,6.5,0.051,1.35,2.2,5.2,11.8,13.14623228226696
256,50.24210000008196,61.626399999597666,12.5,0.084,1.8,2.8,9.6,27.8,13.14712617336501
257,76.80810000007358,57.06239999981746,12.8,0.139,1.825,5.2,8.6,14.2,9.277358833919912
258,48.19010000005681,55.591399999914316,11.1,0.093,2.625,3.3,16,51.6,11.207824713515194
259,50.837100000054015,59.29539999982491,3.7,0.051,1.025,2,2.4,4.1,11.607757908245476
260,56.00310000002235,61.49339999968335,2.8,0,0.475,2.8,0.7,1,10.992335716405112
261,66.57910000002329,58.64439999975413,16.6,0.202,2.325,3.7,14.1,57.4,10.134932230843171
262,76.08710000005402,59.55339999973923,9.3,0.13,2.35,6.9,11.6,24.6,9.265937478637476
263,31.91610000008103,57.9423999997057,13.5,0.167,2.55,4.7,19.9,77.6,8.9647272916013
264,34.35910000005122,56.83939999958649,4.9,0.057,1.925,1.6,9.9,19.8,8.809759767890595
265,24.364100000055878,55.28739999991059,8.4,0.127,10.575,5.4,259.6,1174.6,9.048444025073454
266,67.1801000000475,61.48839999979511,9.1,0.137,1.7999999999999998,4.1,6.3,16.1,12.441610288787157
267,38.58410000002794,56.92139999952316,3.8,0.062,2.875,1.5,16.7,37.5,8.941415378658814
268,60.32910000002328,56.07739999948218,19.2,0.019,3.175,7.6,28.7,138.1,11.731898500372456
269,57.23810000000838,58.41339999960884,3.5,0.045,1.0499999999999998,1.8,2.9,5.3,11.307350530589597
270,51.67409999999534,60.44539999973178,4.5,0.056,0.9,2.1,2.3,4,12.633809117576048
271,57.59910000004191,57.70239999948218,6.6,0.054,0.875,1.9,2.3,5.9,12.257363895232976
272,83.2801000000242,60.307399999463556,13.2,0.083,2.25,4.3,14.2,49.7,8.671865449060448
273,47.48510000009872,57.64839999947846,17.5,0.278,3.125,13.2,24.6,85.5,12.017612043936923
274,62.68110000009499,54.630399999787656,16.8,0.224,3,13.1,25.2,82.3,10.074465387705905
275,62.34510000008475,55.4653999997504,15.5,0.203,2.3,7.7,13.9,51.6,10.707103329449811
276,62.21310000010151,60.31239999981746,5.6,0.141,1.5499999999999998,2.8,6.8,16.7,8.551745999039591
277,58.03510000002887,56.37239999987334,15.8,0.162,1.75,5.7,9.6,50.1,11.62082101300622
278,66.25710000009593,51.62239999987334,16.4,0.168,2.475,8.2,16,34.8,10.93980099002067
279,83.07109999999257,58.31039999948963,6.7,0.091,1.65,1.2,5,8.5,8.348824550220707
280,49.132100000095924,60.40739999955669,4.3,0.048,0.8,2,1.7,2.4,14.860042793798398
281,55.212100000054015,57.35639999957904,3.5,0.118,1.275,1.7,5.2,9.1,9.083495740362885
282,50.0431000000596,58.13639999983981,16.5,0.187,2.95,12.5,20.1,69.1,11.498958079358912
